ID	SENTIMENT	TEXT
20020205_20.21.49-25548-16	negative	It does not matter where in the world, he will vigorously hunt terrorists down if they are perceived to seek to target the United States.
20010907_21.53.17-27187-1	neutral	Nakatani is scheduled to attend ceremonies commemorating the 50th anniversaries of the signings of the Treaty of Peace with Japan and the Japan-U.S.
non_fbis_12.45.44-23455-6	positive	``Although it's very, very large, we have to move very  carefully.
temp_fbis_21.26.05-29959-8	neutral	The current WFTCC meeting has focused discussions on how to pool the resources and wisdom of Taiwan businesspeople around the world to expand their share of the world market as well as to help promote Taiwan's bid to join the WHO.
20020202_20.37.54-21168-67	neutral	The 12, 18, or 24 installments into which time deposits will be divided, depending on their amount, may be endorsed.
non_fbis_05.20.33-11163-48	neutral	Q: Is that something we've talked to the Saudis about?
20020303_21.09.29-14261-0	neutral	COOLUM, Australia, March 3 (AFP) -- Hopes of a breakthrough in the Commonwealth's bitter deadlock over Zimbabwe rose Sunday as Canada sought to resolve the row after African nations accused Britain of neo-colonialism.
non_fbis_16.01.33-12919-40	neutral	China is also working on programs for Chinese  cosmonauts to fly to the Moon, as well as a space station.
20011119_20.45.31-22188-16	neutral	"The government should provide domestic firms real aid like tax reductions and environmental technology development rather than abstractly recommend domestic firms promote energy efficiency and lower energy consumption," an industry source said.
20011208_20.31.54-28680-19	neutral	This March, catering to the interests of the US oil and coal barons who have made large political donations to the Republican Party, Bush announced, without prior consultations with its allies, that the United States would not enforce the "Kyoto Protocol" which is aimed at reducing greenhouse gas emissions in the world.
20020302_20.58.30-19320-5	neutral	The ship is believed to carry illegal immigrants.
20020318_20.33.16-3417-1	negative	He told IRNA in an interview on Monday, "America has killed thousands of innocent people in almost all parts of the globe particularly in the Muslim world.
20020127_20.20.54-21851-0	negative	KOTA BAHARU, Jan 26 (Bernama) -- PAS has asked the United States to stop its bad treatment of Taliban and Al-Qaeda fighters being held at the X-Ray Camp in Guantanamo Bay, off Cuba.
non_fbis_08.27.54-12647-44	positive	Mr. Carmona said that "justice must be done" for the families of  those killed.
20020217_20.42.51-22299-7	positive	The government plans to deploy some 18,000 police to boost security during Bush's first visit to Japan as president.
non_fbis_11.08.55-4179-25	neutral	As of 1999, 2,400 civilians were on  the base, including the families of the sailors and Marines who  manage the port and patrol the fence line that separates the  base from communist-ruled Cuba.
20020209_20.34.02-2831-3	negative	Bush's spokesman added that none of the 158 detainees in Guantanamo is going to be given prisoner-of-war status, which makes the apparently positive part of the White House statement meaningless.
20020128_20.43.50-5456-16	negative	The solidity of this argument, though, has increasingly been demolished, by, among others, the Red Cross, which thinks that, until proof (legally established) of the contrary, the prisoners should be considered prisoners of war.
non_fbis_08.46.28-13637-30	positive	Though they're really  cleaning up the media center.
20020118_21.15.18-84-4	neutral	"The plan is to move them to Guantanamo Bay," the US official said, without specifying when.
non_fbis_12.04.00-12904-20	neutral	U.S. President George W. Bush said yesterday he was worried  about Argentina, but was confident the country would "stay  together" until it chooses a new leader while offering
non_fbis_08.35.40-23372-27	negative	But the stiffest opposition may yet come from the Argentines  themselves.
20020425_21.45.53-9610-20	negative	But he also took the risk that an obsession -- Fidel Castro's downfall -- would exert excessive influence on the conduct of relations with his neighbors in the South.
temp_fbis_20.43.16-10786-4	negative	The first problem pointed out by critics is that Bush has created a new concept, that of "greenhouse gas intensity," which could be defined as the volume of gas emissions divided by GDP.
non_fbis_13.44.36-19236-15	negative	He said the result was "illegitimate" and a clear case of  "highway robbery" by Mugabe, his government and his party,  Zanu-PF.
non_fbis_20.43.13-27926-24	neutral	Meanwhile Pentagon legal experts are currently working on a  procedure to decide on the prisoners' fate.
20020315_20.42.26-19148-18	positive	Zuma's spokeswoman Lakela Kaunda told Sapa, the deputy president had given Mugabe a special message from Mbeki and congratulated him on his re-election, based on the SAOM's interim report.
non_fbis_12.46.57-22041-55	neutral	When the detainees look up at a watchtower, they see the Stars  and Stripes painted on the front of the sniper's perch.
20020224_20.58.06-10542-1	neutral	Former Nigerian Head of State, Abdul Salam Abubakar, who is leading the Commonwealth observer team, has arrived in Harare and will be in the country until the end of next month's presidential election.
non_fbis_13.21.23-8227-2	neutral	The launch was the first of six scheduled for the next seven  months in a flurry of activity designed to get the space station  closer to completion.
20020510_21.50.13-28912-6	neutral	The bottom line was also hit when management failed to rein in costs.
20020217_20.42.51-22299-9	neutral	Two Japanese warships left for the Indian Ocean on Tuesday to replace vessels already there in support of US-led military operations in Afghanistan.
20020203_20.34.52-3092-12	neutral	If terrorism is to be fought successfully, the United States should better withdraw its support to the forces of injustice, tyranny and oppression in the world.
20020320_12.03.37-20669-9	positive	Foreign Secretary Jack Straw also praised the decision, saying that "the message could not be clearer."
20020207_20.23.04-14788-54	negative	According to the bulletin, one of the most serious consequences of the president's attitude has to do with the decrease in the country's defense capabilities.
20011218_21.00.22-21144-50	neutral	The Israeli ambassador in France, Elie Barnavi, recently made two contradictory statements: That all those who, like Nurit Peled, believe that the Sharon government is a "government of death" could easily fit into a telephone booth... and that by their existence they constitute Israel's very honor.
temp_fbis_20.34.33-18786-12	neutral	North Norway will also get more precipitation in the fall but warmer temperatures in the winter.
20020414_21.16.03-15717-11	negative	It seems that by wielding its authority and exercising dictatorial powers as the world's only superpower, the United States is determined to play a front and centre role in the intricate international game of oil prices and the free flow of this all-important strategic product otherwise known as the "Black Gold".
temp_fbis_21.10.31-12974-54	neutral	This is just the time to recall that the energy requirements of Russian output are among the highest in the world (see graph [omitted here] -- Ed.).
20011008_22.27.34-26526-8	neutral	But to build this strategy, targeted attacks on the infrastructure available to Bin Ladin were necessary.
20020414_21.16.03-15717-5	neutral	In direct response, the Americans, who preach democracy to the entire planet, recognizing that they could no longer tolerate someone like Chavez reverted to their old bullying and dictatorial tactics and arranged for an army coup by several avowed pro-American generals, who managed to remove Chavez from power in a few short hours.
20020331_21.09.25-22686-6	neutral	It was then that the Arab heads of state adopted the three noes: no to negotiations with Israel, no to recognition, no to peace.
20020212_20.42.04-19290-8	neutral	Yesterday was also the first day that holders of salary direct-deposit accounts were able to access all their money.
20020122_20.36.01-11616-43	neutral	Consequently, evidence will be accepted that "a normal person" deems to have the value of evidence.
20020316_20.25.51-11532-26	negative	Israel and the United States should bear their due responsibility for the daily deteriorating Middle East situation and quit its moves to obstruct a fair Middle East settlement.
20020116_21.28.14-6829-0	neutral	Uganda: Voice of Africa radio to have nationwide coverage by end of 2002
20020320_12.04.40-21590-18	neutral	At another station we were ordered to stay at least 100 metres away.
20020210_20.31.39-22620-7	neutral	They deserve justice and to be treated as war criminals because they supported terrorism," Interim Foreign Minister Abdullah Abdullah said.
20020210_20.31.39-22620-9	neutral	The United States meanwhile brought another 34 al-Qaeda and Taliban captives to a detention camp on a US naval base on Cuba Saturday, bringing the total of detainees held there to 220.
non_fbis_07.20.20-11694-6	negative	Australia said it feared violence if voters thought the election  had been stolen.
non_fbis_06.29.16-13721-2	negative	It's not going to be a country club," said Defense Secretary  Donald Rumsfeld last week, describing the new military detention  camp at Guantanamo Bay, Cuba, and nobody ever expected it would  be.
20020111_21.05.06-7601-37	positive	However, the benchmark covenants could be opportune here for settling the initial allocation of emission rights.
non_fbis_05.20.33-11163-33	neutral	I would look at the last paragraph, the last  couple paragraphs, of the President's State of the Union  Address.
non_fbis_05.20.33-11163-66	neutral	Craner: Because I don't yet know the effect in Saudi Arabia.
20020207_20.23.04-14788-71	negative	"The country would be badly militarized when 90 percent of the soldiers in public posts of the present administration are retired soldiers who, according to the constitution, have recovered 100 percent of their citizen rights.
20020207_20.22.42-14586-37	positive	Arzola added: Any recommendation by a country friendly to Venezuela, especially a country that is Venezuela's No.1 trade partner, must be heeded, as well as recommendations by the Church and the nation, which is demanding a rectification.
non_fbis_12.19.24-26050-30	neutral	JTF-2 members have not yet taken any prisoners in Afghanistan  but they have been on missions in which prisoners were taken,  Mr. Eggleton said.
20011121_21.21.46-15196-8	neutral	Hong Kong closed its last refugee camp, for Vietnamese migrants, last year after the 1,400 remaining boat people were allowed to remain.
20020320_20.36.59-7133-50	neutral	Indonesia can exploit this principle of the Space Treaty 1967.
20020128_20.50.06-12228-15	neutral	But Putin vetoed it at the last minute -- by law, the center's general director is appointed by the president personally.
20020406_21.13.43-28244-13	neutral	The question arises for the Israeli Labor Party of how long it can still justify a coalition with Sharon.
20010927_23.54.01-6168-1	neutral	"March appears to be a more reasonable estimate while earlier admission cannot be entirely ruled out," according to Chen, also Taiwan's chief WTO negotiator.
20011228_21.10.24-16924-18	negative	He said that Venezuela was led away from that path because the same thing would have happened here.
20020219_20.52.48-16582-20	neutral	This leaves Iraq, which the Washington circles want to antagonize and to go to war with.
20020207_20.23.00-14747-5	neutral	We have yet to visit Korea and the relationship with Iraq and Libya is a result of the fact that both countries are OPEC members."
non_fbis_06.29.16-13721-5	negative	True, prisoners are now confined to 6-ft. by 8-ft. chain-link  enclosures with concrete floors and tin roofs (Rumsfeld thinks  it's "pejorative" to call them cages).
non_fbis_12.22.23-26451-43	neutral	The appeal, which amounted to a de facto call to arms, risks  being represented by Mr. Mugabe's government as proof of foreign  military meddling in Zimbabwe.
20020212_20.42.04-19290-60	neutral	Hence, when investors saw that the dollar was trading at between 1.9 and 2.3 pesos, they began selling off their shares to make as much profit as they could.
20020122_20.36.01-11616-56	negative	Israeli Prime Minister Ariel Sharon called Palestinian leader Arafat "Our Usama Bin Ladin."
20011214_20.26.01-7285-5	neutral	The annual trade between Pakistan and China hovers around $1 billion.
non_fbis_12.46.57-22041-20	neutral	"They're just chilling out, that's exactly what they're doing,"  said Staff Sgt Chuck Albrecht.
20020219_20.52.48-16582-5	neutral	On the other hand, written speeches are more indicative of the policy drafted by the decision-making circles for a final decision by the President.
20020316_20.35.03-16511-25	neutral	In Zimbabwe it is better to have an end to the torment than torment without end.
20011118_21.04.32-17074-18	neutral	Buthelezi said the provincial health department was working closely with the welfare community and the private sector to secure funding for bodies working with Aids orphans.
20011003_21.57.16-1319-3	neutral	According to the International Maritime Bureau, a civic organ which acts on reports of suspicious shipping movements, piracy, and armed robbery at sea anywhere in the world, the number of pirate attacks in the first half of this year stood 165, exceeding the record high of 161 pirate attacks in 2000.
20020120_21.15.19-21938-5	neutral	The 110 prisoners were brought to Camp X-Ray in Guantanamo Bay after being captured during the US-led military campaign in Afghanistan include three Britons.
20020212_20.42.04-19290-12	negative	As was to be expected, people did not want to support prices beyond 2.15 pesos to the dollar."
20011127_21.30.32-24917-4	neutral	In the next stage, 2006-2010, the efficiency of existing nuclear power stations will be stepped up by increasing the utilization of current capacity, extending their service life and increasing capacity by using new-generation power units In 2005, the capacity of all Russian nuclear power stations should total 25.24 GW.
non_fbis_10.12.58-29108-13	negative	But the agency's credibility has come under fire in manned  spaceflight - especially the International Space Station, now  completing its first year of full-time crews.
20020320_12.04.40-21590-0	negative	DURBAN March 19 Sapa SA OBSERVER: ZIM ELECTIONS NOT FREE AND FAIR
20011228_21.19.00-22108-3	positive	"Everything must be done by everyone to bring about de-escalation," Mr Chirac added.
20011231_21.05.45-10422-10	neutral	We don't know where it will go, against whom.
temp_fbis_22.34.58-23977-19	neutral	Chinese missile tests over Taiwan in 1996 resulted in Washington deploying two aircraft carrier battle groups to the region.
20020130_20.43.33-11456-9	neutral	This is only the beginning of a new Arab-American relationship.
non_fbis_13.05.15-16517-46	negative	After Thursday's violence, the high command decided Chavez had  to go, and they confronted him en masse in his offices, Anselmi  said.
non_fbis_08.46.28-13637-3	neutral	Many of us haven't been up this early in years.
20011220_21.22.09-18839-71	neutral	Imports of finished goods manufactured from Ukrainian customer-supplied raw materials were valued at $741.8 million.
20020217_20.53.05-28623-23	neutral	Taipei was angered when then-president Bill Clinton pledged the "three nos" during his China visit in 1998.
20011218_21.00.30-21204-42	negative	Regardless of what happens, the current extremely perilous situation is another setback for the IMF.
non_fbis_03.23.00-19213-24	negative	They are fully aware that these  are dangerous individuals," he said during a press conference  with Australian Defence Minister Robert Hill.
non_fbis_15.16.19-1897-7	neutral	The  cosmonauts will have to use the electric motor of the docking  unit to manually un-dock the Progress M1-7 to the distance of  not more than one meter from the station.
temp_fbis_21.28.50-13504-7	neutral	Their number will rise to at least 1,000 over the next three months.
20020213_21.05.30-9608-5	neutral	The rebels released the boat shortly after the fishermen were captured.
non_fbis_08.46.28-13637-37	neutral	And  we can go only where the officers take us.
non_fbis_07.52.36-18982-15	neutral	to which one of the  military staff in charge said: 'No they're not kennels, they are  cells, and they're within the bounds of the Geneva Convention.
20020422_21.26.55-3999-10	positive	The deputy stressed the value of the bonds the government will issue for the depositors, asking who would want "certificates of deposit in bankrupt banks" and saying that instead, "however we move forward into the future, there will always be the state's legal continuity backing the obligation."
non_fbis_06.44.52-19992-148	neutral	Hot.
20020205_20.21.49-25548-10	neutral	Foreign policy was an issue that he never wanted to deal with before.
non_fbis_04.33.07-17094-20	negative	The government, sensing murmurs about revolt, put the army on  full alert, deployed troops in key townships and the police set  up roadblocks on the main roads into Harare to stop and search  vehicles for weapons.
20020118_21.15.18-84-8	negative	The six have been accused of having links to the al-Qa'ida network of fugitive Usama Bin Ladin.
20011218_20.35.25-594-12	neutral	Recalling the scene, Ali Barr said: "Myself and my company were racially discriminated against.
20020219_20.52.48-16582-21	negative	If the United States wages a war against Iraq then this would not be out of necessity, like the war against terrorism.
20011124_20.49.56-27748-6	positive	Manila wants to put Misuari on trial for rebellion in connection with a revolt on Monday which claimed at least 113 lives.
non_fbis_07.29.33-28852-29	negative	"Clearly, Mugabe is doing everything he can to steal this  election," said John Makumbe, a political science professor at  the University of Zimbabwe.
non_fbis_08.09.29-13319-32	neutral	This scheme is designed to help middle-class people with home  mortgages and car loans that are currently valued in dollars.
20020302_20.58.30-19320-3	positive	The persons wanted to escape abroad.
temp_fbis_21.10.31-12974-58	positive	" It is hard to disagree with this.
20011124_20.49.26-27556-0	positive	ISLAMABAD, Nov 24 (AFP) - Japanese Foreign Minister Makiko Tanaka held "warm" talks here on Saturday with a senior UN official on the refugee crisis in Afghanistan and the hazards facing those wanting to return, a Japanese official said.
20020507_18.02.46-24802-4	neutral	Even the most radical Israeli hardliners expressed the idea of the transfer more politely than the most senior, elected US bodies, which called on the Palestinians to give up the West Bank and look for what they called another homeland.
20020204_20.22.56-6451-2	negative	Secretary Rumsfeld has justified the atrocious conditions by resorting to verbal quibbling by designating them as 'unlawful combatants' or 'battlefield detainees', to avoid giving them PoW status under the Geneva Conventions.
20020121_21.25.32-10485-9	neutral	"They're terrorists, they're murderers and the USA will treat them as it pleases," is Defence Secretary Donald Rumsfeld's reply to the critics.
20020315_20.42.08-18791-18	neutral	"Our interests have nothing to do with how people report about us.
non_fbis_08.03.23-18607-23	neutral	And Myron Ebell, a climate policy expert at the Competitive  Enterprise Institute, a private group whose free- market views  are frequently embraced by industry, criticized the idea from  the opposite ideological direction.
non_fbis_12.30.38-25095-9	positive	"I  cannot tell you how pleasing it is to my own ears to hear me say  that during my mission I'm going to ride and fly Canadarm 2,"  said Dr. MacLean.
20020210_20.41.16-27812-16	neutral	The Democrats continue to close ranks behind the president on the war against terrorism, and to mention an "axis of evil" could help strengthen an atmosphere of national unity that would suit the president when he announces other points in his budget policy with which not everyone might agree.
20010830_01.03.02-16670-8	positive	Recently, Lin added, the Republic of China government was about to eliminate the minimum wage requirement for foreign workers mainly due to pressure from the business sector.
20011024_21.21.31-27111-11	neutral	Late last week the price of crude oil went down at stock exchanges to 19.07 dollars per barrel, which is the lowest level since 1999.
temp_fbis_21.10.31-12974-104	neutral	Experts' Opinion
non_fbis_11.14.43-703-12	neutral	And he unfurled his own list of ``rogue states'' that  either support terror or build arsenals of deadly weapons.
20020115_21.11.08-11611-9	neutral	The 1949 Geneva Convention specifies that any belligerents captured in the course of war - be they regular soldiers, militia members or volunteers "operating in or outside their territory even if this territory is occupied" - must be accorded prisoner of war status.
20020121_21.25.31-10464-7	neutral	The US Association of Legal Professionals is of the opinion that these military tribunals cannot pass sentence on any crimes other than those derived from violations of the right to war.
non_fbis_05.22.13-11526-9	positive	In his speech on Monday, Mugabe thanked African leaders for  refusing to buckle to pressure to suspend Zimbabwe from the  Commonwealth of Britain and its former territories at a summit  of the 54-nation grouping in Australia.
20020322_21.05.41-14545-75	neutral	The same situation arises if the President dies while in office.
non_fbis_11.21.37-22256-6	neutral	Castro considers Chavez a friend and his closest political ally  in the region, and their close ties have rankled the United  States.
temp_fbis_20.42.47-22260-16	positive	Meanwhile, Peace Boat also handed a separate letter addressed to the president to the guard, calling on the U.S. to take leadership in helping developing countries through "peaceful dialogue and fair economic support."
20010906_12.55.04-23296-6	positive	"However, the movement is more than that.
20011119_20.45.31-22188-4	negative	The government and business circle expect the nation's exports to be damaged in direct and indirect ways from 2008, when advanced nations will begin to be regulated by the protocol.
non_fbis_11.14.43-703-0	negative	Russia disagrees with `axis' remark
20020122_20.32.22-8496-11	positive	Foreign Minister Per Stig Moller (Conservative People's Party) is urging the United States to guarantee the prisoners the status of prisoners of war and in consequence protection under the terms of the Geneva Convention.
20011112_20.33.43-387-8	negative	The seizure sent alarm bells ringing in the diplomatic community in this country.
20020411_22.23.02-12197-14	neutral	EU External Affairs Commissioner Chris Patten expressed this clearly Tuesday when he said that canceling the association agreements between Israel and the EU would do nothing to enhance Jerusalem's readiness to listen to European representatives.
non_fbis_07.20.20-11694-0	negative	Mugabe Wins Despite Biased Propaganda
20020316_20.35.03-16511-7	neutral	The army swore allegiance to the "father of independence," regardless of the verdict at the ballot box.
20020320_11.52.35-10118-5	neutral	We can review, for example, the voting results in the Security Council to see how Washington always defends Israel, then how Britain always justifies the stances by both countries in admirable harmony.
20020103_20.28.43-12622-1	negative	The Israeli Government works to abort his mission in advance by storming Palestinian territories, assassinating citizens it alleges have links to security activities, and arresting innocent citizens.
non_fbis_11.14.43-703-18	neutral	Sunday's final session also underscored the vast differences  between the United States and Russia.
non_fbis_12.03.26-29353-2	neutral	In the past four months, the shekel  has lost 20 percent of its value against the dollar.
20011220_21.22.09-18839-51	neutral	During January-October of the current year, 2.7 billion passengers were conveyed by all forms of transport, and the volume of work with passengers totalled 72.1 billion passenger-kilometers, which was 3% and 3.3% more, respectively, than in January-October 2000.
20011221_20.54.40-10484-9	neutral	Denktas noted that there is no Cypriot nation in the island and there can`t be a minority if there is no nation, stressing that he will launch efforts to make Cyprus a friendship bridge between Turkey and Greece.
20020306_15.20.41-10497-8	neutral	Uyghur separatists seeking to establish an independent "East Turkestan" in China's western-most Xinjiang region were terrorists who had cooperated with Afghanistan's former Taliban regime and needed to be wiped out, he said.
non_fbis_08.14.55-18533-3	neutral	The prisoners, their hands and feet shackled and their heads  covered by hoods, were loaded single file onto the plane at  Kandahar Airport.
20020207_20.23.04-14788-7	negative	Following a brief introduction, it recalls that on 4 February 1992 the now president violated his military oath when he rose up in arms against the democratic institutions.
20020128_20.36.05-804-12	neutral	They called for "ostracising" those who deal with Israeli partners and maintaining a total boycott of the Jewish state at the grassroots level.
20020222_20.58.58-18302-5	neutral	Its total weight was about 1 kg.
20020115_21.09.21-9865-0	negative	Lugano, 8 Jan -- Spanish-Israeli businessman Felipe Turover has denounced the Swiss in front of the European Human Rights Court in Strasbourg for having put his life in danger in its case against [Secretary of the Russian-Belarus Union] Pavel Borodin, former Kremlin senior aid accused of money laundering, according to a communique Tuesday from his lawyer Niccolo Salvioni.
temp_fbis_21.50.57-15245-27	positive	The Bush administration's support for the Venezuelan putschists is testament to this.
20020207_20.22.42-14586-12	neutral	She added: "Venezuela designs its own policies in an autonomous manner and, in any event, it is up to Venezuelans to decide them.
20020124_20.32.14-18152-3	negative	The attention of the world moved from Afghanistan to Cuba to follow what Amnesty International considers an "uncomfortable situation" for the detainees.
20020202_20.37.54-21168-22	neutral	Accompanied by Remes, he will talk tomorrow about what the assistance will be used for: to fulfill the promise to create a million jobs, to provide basic health care, and to undertake small infrastructure projects.
non_fbis_06.44.52-19992-58	neutral	The guards mostly communicate with the prisoners via simple  English commands and hand signals.
temp_fbis_20.55.24-19278-16	positive	By comparison, respect for the Kyoto Protocol requires the EU to reduce its emissions by 8 percent compared with 1990, Japan by 6 percent, and the United States by 7 percent, a figure accepted by President Clinton in 1997.
20011224_20.59.38-27990-3	neutral	The telecommunications network in the Iraqi Kurdish region was largely in tatters after the Gulf war in 1991.
non_fbis_20.43.13-27926-13	neutral	Under the third Geneva  Convention, prisoners of war may only be tried in the same  courts and according to the same rules, as soldiers of the  country that is holding the prisoners.
20020224_20.56.08-8888-11	positive	Neither the United States nor Europe can count on them.
non_fbis_08.01.38-4843-4	neutral	His aides argue that the  circumstances were somewhat different: Mexico appeared ready to  make reforms but needed time and cash, while Argentina had not  heeded repeated warnings that its policies were leading to  financial disaster.
20011208_20.31.54-28680-7	neutral	One of the main US diplomatic goals for this year is to persuade the international community to accept the NMD and Russia to agree to revise the Anti-Ballistic Missile Treaty [AMD] by flashing a carrot on a stick.
20010620_13.40.05-15087-8	neutral	The patient told hospital authorities she became sick after being bitten by a tick about four months ago.
20020320_20.36.59-7133-8	neutral	Prior to that, two Soviet satellites struck the earth.
20011221_20.56.01-12278-8	negative	It delivered that blow, and hit Argentina.
non_fbis_08.36.15-7509-12	negative	He was not sure the Kyoto Protocol actually went far enough.
20020203_20.47.22-10067-4	neutral	The answer should be negative.
non_fbis_08.03.23-18607-29	neutral	There would be no similar limits on power plants' emissions of  carbon dioxide, the main greenhouse gas.
20020128_20.46.06-8042-39	neutral	Taiwan is an inseparable part of China.
non_fbis_12.19.24-26050-3	neutral	At a joint meeting of the foreign affairs and defence  committees, Liberals Marlene Jennings and John Godfrey  challenged Canada's policy after Mr. Eggleton, the Minister of  National Defence, said he is satisfied the United States is  treating prisoners humanely and in accordance with international  law.
20011209_20.32.39-1919-12	positive	The United States realizes that the Palestinians are serious in their efforts to achieve a just peace.
20010917_23.34.07-17177-1	neutral	Pilgrims from many countries are to come to Kazakhstan to meet the Pope, a press centre for preparing the [Pope's] visit has reported.
20020312_21.16.59-4123-7	neutral	It says some of them have named Ba'asyir, who runs a Muslim boarding school in Central Java, as a leader.
20011107_15.37.27-28157-1	neutral	It is not implementing an immediate and total withdrawal -- as demanded by the international community as a whole and the United States in particular -- but a phased and partial withdrawal.
20020122_20.32.32-8613-11	neutral	The result of the report will have to be taken into account before political and moral judgments of guilty or not guilty are made.
20020109_14.06.40-17312-22	neutral	"When we open it, the whole picture will be cleared up," Hakansson said.
non_fbis_13.21.23-8227-3	neutral	Riding three new main engines that belched an orange pillar of  fire, Atlantis thundered off the seaside launch pad at 4:44 p.m.
non_fbis_04.28.09-24241-5	neutral	And, "Al Qaeda is an  international terrorist group and cannot be considered a state  party to the Geneva Convention.
20020507_22.11.06-28210-32	negative	". . . A systematic, strategic program of mass mobilization is necessary to confront a stolen victory and an illegitimate government."
20011206_21.18.24-28147-0	negative	Nuevo Laredo, Mexico, 6 Dec (AFP) -- A pollero (immigrant smuggler), suspected of having facilitated the entry into the United States of illegal aliens from the Middle East, was arrested and is being investigated by the United States and Mexico, the authorities informed this Thursday.
20020122_20.32.32-8613-1	neutral	The dissemination of some photos taken of a group of detainees in Guantanamo has aroused international controversy.
non_fbis_16.01.33-12919-19	neutral	He then was  employed at a US Air Force rocket engine lab and succeeded  there.
non_fbis_08.03.05-5625-7	neutral	In practice, however, the Bush administration has yet to take a  clear stance on such bailouts and has made international  financial policy a low priority.
20020331_21.09.25-22686-16	neutral	Twenty-two people were killed, in addition to the suicide bomber, and 130 were injured.
20020507_17.55.53-20579-7	neutral	The identity of the slain militants could not be ascertained.
temp_fbis_21.10.31-12974-79	neutral	According to estimates by the Ministry of Economic Development and the Ministry of Energy, Russia's total carbon-dioxide emissions in 2008-2012 will be 20 percent below the 1990 level.
20020124_20.32.14-18152-7	neutral	As the campaign of Western criticism of the United States heightens, it has become urgent for Washington to clarify its stand on treating the prisoners and their destiny so that it would not be recorded in history that the number one democracy in the war won the war on terrorism in weeks and lost the reputation of commitment to principles of human justice that it took centuries to gain.
20020425_21.45.53-9610-2	negative	Far from condemning that which the United States at no time described as a coup d'etat, President Bush's spokesman explained that Chavez had indeed brought it on himself and that he bore the responsibility for the "confused events," having violated human rights.
20020117_21.05.07-9115-5	positive	But the premier also said that although short, he thinks his visits to the countries are still meaningful.
20011220_21.22.09-18839-18	neutral	Output volumes at enterprises that produce coke and the products of oil refining increased 57.1%.
20020422_21.26.55-3999-0	neutral	Buenos Aires, 22 April (Telam) -- Justicialist Deputy Jose Manuel Diaz Bancalari said today that the IMF "is seeking to create an uncontrollable social situation" with the demands it has made of the government and, on the other hand, he confirmed the PJ [Justicialist Party] bloc's willingness to support approval of the draft law on bonds submitted by the executive branch.
20020206_20.31.05-16359-16	negative	He is therefore planning to trigger wars here and there to revive the flagging arms industry.
non_fbis_08.10.09-13801-4	neutral	In discussing his decision, Mr. Marx suggested that it was time  for someone else to oversee the government's negotiations with  its creditors.
20011223_20.48.58-26376-4	neutral	In the budget bill for the next Iranian calendar year, the budget for state-owned companies and the profit-making institutes affiliated to the government has also been estimated at rls 435,842 billion, showing a rise of 45 percent over the previous year.
non_fbis_11.08.41-17418-17	negative	As the leader of the region's most robust economy and most  respected democracy, many Western leaders are looking to Mbeki  to denounce the results and provide some reassurance that the  continent is committed to democratic principles and property  rights.
non_fbis_08.39.09-12713-22	negative	"The main cheating took place long before election days," says  Brian Murphy of the Zimbabwe Citizens support group, an  organization whose members spread around the country this  weekend privately monitoring the elections.
20020430_22.09.32-24118-3	neutral	Both the White House and the US State Department expressed "satisfaction" over the stepping-down of Hugo Chavez, Venezuela's constitutional president, and no one "wept over him."
20020419_21.47.55-9546-10	negative	Just as Venezuela restored its constitutional rule and Chavez was returned to power, the New York Times came up with a shocking story: the US Government and senior military officials were in contact with the Venezuelan coup organizers.
20011224_21.09.23-6361-12	neutral	"We had anticipated that detailed examination of the ship might take rather longer.
non_fbis_09.18.38-22306-9	neutral	"We have a national executive meeting ... where we will be  looking at the figures and give the reaction of the party," said  David Coltart, MP for the Movement for Democratic Change (Mdc).
20020219_20.45.06-11781-19	neutral	Since President Bush envisions using all options, however, we cannot deny the possibility that the United States may take military actions.
20020315_20.42.17-18974-7	neutral	The sources said the EU advised the Government of the arrival of the official in a letter dated March 8, seeking assistance for her to be cleared by immigration authorities.
20020516_22.23.24-9583-0	neutral	MOSCOW. May 15 (Interfax) - As of today, 194,000 HIV cases have been registered in Russia, Federal AIDS Center director Vadim Pokrovsky said at an Interfax press conference on Wednesday.
20020315_20.42.26-19148-12	negative	In terms of the Commonwealth's mandate, action against Zimbabwe could range from collective disapproval to suspension should it be decided that Mugabe was returned to power undemocratically.
20011008_22.27.34-26526-6	neutral	The network with which Usama Bin Ladin and his followers tried to destroy the very foundations of the West has ramifications worldwide, vast amounts of money, and thanks to the Taliban regime in Afghanistan also a number of excellent training and attack bases.
20011121_21.21.46-15196-0	positive	HONG KONG, Nov 21 (AFP) -- The number of south Asians seeking political asylum in Hong Kong is on the rise following the US-led military campaign in Afghanistan, it was reported Wednesday.
20011215_20.32.26-14925-10	neutral	Iraqi and Afghan immigrants followed them.
non_fbis_16.23.04-4326-5	positive	Duhalde, who took office on January 2 as Argentina's fifth  president in a month, vowed his government would unveil a new  economic program to rescue the country from four years of  recession.
non_fbis_08.22.04-29634-7	neutral	This comes at a time when there have been conspicuous signs of  ever-increasing US-Taiwan military ties.
non_fbis_06.21.24-4640-24	neutral	Instead of lecturing the United States, our  critics may better spend their time reminding others that if  terrorists don't want to be detained at Camp X-Ray, they should  join the civilized world.
temp_fbis_21.10.31-12974-16	negative	Indeed, the idea has not yet captivated the masses so much that they would remove their last trousers to start investing immediately in the project.
20020122_20.32.32-8613-20	negative	But this enormous difference is not enough.
