Corpus;TextID;Length;Words;Expected Sentiment;AlchemyApi;Lymbix;MLAnalyzer;Repustate;Semantria;Sentigem;Skytle;Textalytics;Textprocessing
1;131073;57;10;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE
1;2914720;105;16;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;NEGATIVE
1;236175;131;20;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;OTHER
1;1980930;70;10;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;1470313;92;12;OTHER;POSITIVE;OTHER;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;NEGATIVE
1;1399398;143;26;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;NEGATIVE;OTHER
1;60245;86;17;OTHER;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;POSITIVE
1;3337278;54;6;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE
1;2510343;72;9;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;1430422;145;25;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE
1;483184;47;6;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;POSITIVE;OTHER;OTHER;POSITIVE
1;2298223;78;7;NEGATIVE;POSITIVE;OTHER;OTHER;NEGATIVE;OTHER;OTHER;NEGATIVE;OTHER;NEGATIVE
1;2417127;49;6;NEGATIVE;OTHER;OTHER;POSITIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER
1;483170;69;8;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER
1;483174;56;9;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;2818289;27;3;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;NEGATIVE
1;483162;99;12;OTHER;OTHER;POSITIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER
1;1935043;127;20;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE
1;711857;64;9;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;1751813;52;6;OTHER;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;2401537;66;10;OTHER;NEGATIVE;OTHER;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;1716865;110;16;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;NEGATIVE
1;756581;47;7;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER
1;2650404;130;20;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;NEGATIVE;POSITIVE;OTHER;POSITIVE
1;833099;104;18;OTHER;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER
1;1829945;106;20;POSITIVE;POSITIVE;NEGATIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE
1;1240731;26;2;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;496355;47;7;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;NEGATIVE
1;131248;42;6;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;POSITIVE
1;2712264;68;12;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE
1;3069600;128;24;OTHER;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;NEGATIVE
1;1552818;105;17;OTHER;OTHER;POSITIVE;OTHER;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER
1;694461;144;28;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;POSITIVE
1;1795477;109;21;OTHER;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;OTHER;NEGATIVE
1;3039027;101;19;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE
1;2246238;133;20;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE
1;3039034;101;21;POSITIVE;POSITIVE;POSITIVE;OTHER;NEGATIVE;OTHER;OTHER;OTHER;POSITIVE;POSITIVE
1;649583;131;22;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;3039036;81;13;POSITIVE;NEGATIVE;POSITIVE;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE
1;1329632;32;4;OTHER;NEGATIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;588395;37;4;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER;NEGATIVE
1;614550;144;27;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE
1;1950381;149;23;NEGATIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;POSITIVE;OTHER;OTHER
1;1613241;58;9;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;POSITIVE;OTHER;OTHER
1;634328;127;20;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE
1;60332;98;13;POSITIVE;NEGATIVE;POSITIVE;NEGATIVE;POSITIVE;OTHER;NEGATIVE;POSITIVE;OTHER;OTHER
1;2211445;52;4;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;878683;93;12;OTHER;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;POSITIVE;OTHER;OTHER;POSITIVE
1;2090164;134;19;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;2211441;38;5;OTHER;OTHER;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER
1;3021712;77;12;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;1570057;83;11;OTHER;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER
1;218930;61;8;OTHER;OTHER;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER
1;2486873;135;21;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER
1;1934915;65;11;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;NEGATIVE
1;1570087;139;25;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;NEGATIVE;POSITIVE;OTHER;POSITIVE
1;1119921;84;12;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;POSITIVE
1;1310205;95;14;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE
1;649504;76;11;OTHER;POSITIVE;OTHER;NEGATIVE;NEGATIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER
1;2211416;82;13;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE
1;985950;59;9;POSITIVE;POSITIVE;OTHER;POSITIVE;NEGATIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE
1;1655341;136;16;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER
1;2041912;58;9;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;2011824;85;14;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;OTHER;NEGATIVE;OTHER;OTHER;NEGATIVE
1;374120;109;21;OTHER;NEGATIVE;POSITIVE;POSITIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;OTHER;POSITIVE
1;1795113;82;13;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;NEGATIVE
1;2176544;34;4;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER
1;289592;22;3;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;NEGATIVE
1;2371011;125;18;OTHER;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER;NEGATIVE;OTHER;NEGATIVE
1;443533;128;24;NEGATIVE;POSITIVE;POSITIVE;OTHER;OTHER;POSITIVE;NEGATIVE;NEGATIVE;OTHER;OTHER
1;513927;103;19;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;null;OTHER
1;10001;144;31;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE
1;553599;104;15;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;OTHER
1;985961;87;14;OTHER;OTHER;OTHER;OTHER;NEGATIVE;OTHER;NEGATIVE;OTHER;OTHER;NEGATIVE
1;1384379;125;17;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE
1;1539446;41;6;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;1812829;93;14;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;NEGATIVE
1;2122176;130;21;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE
1;2774535;65;12;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE
1;1329158;101;16;OTHER;POSITIVE;NEGATIVE;OTHER;OTHER;POSITIVE;OTHER;OTHER;OTHER;NEGATIVE
1;1084828;134;16;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;649348;115;19;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;POSITIVE
1;1329165;77;10;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;NEGATIVE
1;833438;56;8;OTHER;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER;POSITIVE
1;514047;55;9;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;OTHER;NEGATIVE
1;2685340;39;5;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;POSITIVE;OTHER
1;1206001;41;7;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE
1;1751554;49;8;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;POSITIVE
1;3113136;66;10;OTHER;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER;NEGATIVE
1;2712379;79;12;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE
1;1655381;90;13;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;POSITIVE
1;614708;75;11;OTHER;OTHER;OTHER;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER
1;3113126;71;12;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;677063;73;14;POSITIVE;POSITIVE;OTHER;NEGATIVE;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;POSITIVE
1;1064987;136;24;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;POSITIVE;OTHER;OTHER;OTHER
1;833360;39;6;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;NEGATIVE
1;1751800;135;24;OTHER;OTHER;OTHER;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE
1;1501009;56;7;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;848777;33;4;NEGATIVE;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;POSITIVE
1;2510773;25;3;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;POSITIVE
1;2757139;94;15;OTHER;OTHER;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER
1;465476;129;25;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;POSITIVE
1;2510726;31;4;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE
1;3566820;151;26;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE
1;1241008;91;13;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER
1;1777749;64;10;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE
1;3511494;83;12;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;NEGATIVE;OTHER;NEGATIVE
1;3511495;63;11;OTHER;NEGATIVE;POSITIVE;NEGATIVE;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE
1;1344977;150;22;NEGATIVE;NEGATIVE;OTHER;POSITIVE;NEGATIVE;POSITIVE;OTHER;NEGATIVE;OTHER;NEGATIVE
1;2059280;52;9;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;NEGATIVE
1;358600;137;17;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;1016378;130;24;OTHER;NEGATIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE
1;634105;135;22;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER
1;863844;31;3;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE
1;538040;43;7;POSITIVE;NEGATIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER
1;395997;40;7;NEGATIVE;OTHER;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;POSITIVE;NEGATIVE
1;1016296;88;15;OTHER;NEGATIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;OTHER;NEGATIVE
1;1469818;128;22;NEGATIVE;POSITIVE;OTHER;OTHER;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER
1;2871285;35;5;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;NEGATIVE;NEGATIVE
1;3496563;106;17;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;1613662;120;17;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER
1;1539711;96;18;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;NEGATIVE
1;1980424;87;15;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE
1;3252196;93;14;NEGATIVE;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE
1;374361;64;7;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;1065911;73;9;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE
1;1482782;147;29;NEGATIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;NEGATIVE
1;2818705;59;9;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER
1;374399;59;8;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;985152;129;19;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE
1;149226;38;6;OTHER;OTHER;POSITIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;1733669;112;21;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE
1;1998079;78;14;OTHER;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER
1;3550093;70;11;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;POSITIVE
1;1998073;145;25;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;NEGATIVE;OTHER;POSITIVE;OTHER;NEGATIVE
1;2593379;38;6;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;1998071;142;25;POSITIVE;NEGATIVE;POSITIVE;POSITIVE;OTHER;NEGATIVE;OTHER;POSITIVE;OTHER;NEGATIVE
1;755980;129;23;OTHER;NEGATIVE;OTHER;POSITIVE;POSITIVE;OTHER;NEGATIVE;OTHER;OTHER;POSITIVE
1;3496496;75;14;OTHER;NEGATIVE;OTHER;NEGATIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER
1;3252138;68;11;OTHER;POSITIVE;POSITIVE;NEGATIVE;POSITIVE;OTHER;OTHER;OTHER;POSITIVE;OTHER
1;2122372;114;17;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;POSITIVE;OTHER
1;149140;132;25;OTHER;NEGATIVE;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER
1;2028830;72;13;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE
1;972401;51;7;NEGATIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE
1;3320448;47;7;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
1;3320451;47;7;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
1;847941;31;7;OTHER;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;NEGATIVE
1;2298720;130;21;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
1;3320454;47;7;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
1;3320458;47;7;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
1;3320459;47;7;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
1;3320460;47;7;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
1;3320461;47;7;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
1;3320462;47;7;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
1;79739;78;6;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;OTHER;OTHER
1;3320464;47;7;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
1;3320469;47;7;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
1;3320468;47;7;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
1;3232479;122;22;OTHER;POSITIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;POSITIVE
1;3426560;113;14;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;444181;146;26;OTHER;NEGATIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER
1;3147233;101;17;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE
1;3320447;53;8;OTHER;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;POSITIVE;POSITIVE;OTHER;OTHER
1;1033654;30;5;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;NEGATIVE
1;924609;32;5;POSITIVE;POSITIVE;OTHER;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;POSITIVE
1;756118;135;21;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;1768748;73;13;POSITIVE;POSITIVE;NEGATIVE;OTHER;POSITIVE;NEGATIVE;NEGATIVE;POSITIVE;OTHER;NEGATIVE
1;2818572;114;19;OTHER;POSITIVE;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER
1;1345165;100;16;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;OTHER
1;149110;99;13;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE
1;3337873;101;16;OTHER;NEGATIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;NEGATIVE
1;1919240;74;13;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;POSITIVE;NEGATIVE;OTHER;OTHER;OTHER;NEGATIVE
1;1119395;80;13;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE
1;413399;89;14;POSITIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE
1;924587;87;12;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER
1;712240;85;12;POSITIVE;NEGATIVE;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;NEGATIVE;OTHER;NEGATIVE
1;444254;116;20;OTHER;NEGATIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER
1;184218;115;17;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;POSITIVE;OTHER;OTHER;OTHER
1;1768781;44;7;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE
1;2316058;149;20;OTHER;NEGATIVE;POSITIVE;POSITIVE;OTHER;OTHER;POSITIVE;POSITIVE;POSITIVE;NEGATIVE
1;3550057;69;11;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER
1;3550056;46;7;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER
1;495756;59;8;OTHER;OTHER;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;OTHER;OTHER;NEGATIVE
1;3550058;45;7;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER
1;712229;120;22;OTHER;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER;OTHER
1;3550062;58;10;OTHER;POSITIVE;POSITIVE;POSITIVE;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;POSITIVE
1;2417535;76;13;OTHER;OTHER;OTHER;POSITIVE;NEGATIVE;OTHER;OTHER;OTHER;OTHER;OTHER
1;201197;47;7;NEGATIVE;NEGATIVE;NEGATIVE;OTHER;OTHER;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE;NEGATIVE
1;2635611;69;11;OTHER;POSITIVE;OTHER;POSITIVE;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER
1;2386667;49;5;OTHER;NEGATIVE;POSITIVE;NEGATIVE;NEGATIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER
1;572609;49;11;OTHER;POSITIVE;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;OTHER;NEGATIVE
1;79871;74;11;OTHER;NEGATIVE;POSITIVE;OTHER;OTHER;OTHER;NEGATIVE;OTHER;OTHER;OTHER
1;129883;52;9;OTHER;POSITIVE;OTHER;OTHER;POSITIVE;OTHER;OTHER;OTHER;OTHER;POSITIVE
1;2350941;87;16;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE;POSITIVE
